step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,orig_pincode,orig_latitude,orig_longitude,orig_state,dest_pincode,dest_latitude,dest_longitude,dest_state,transaction_date,is_festival_day,festival_name,transaction_note,user_profile
3686,CASH_OUT,115768.51,C1123486746,521048.0,405279.49,C2014427570,0.0,115768.51,0,0,713323,20.51316293010397,78.62505646698399,WEST BENGAL,232108,20.201389911953374,78.99321295085927,UTTAR PRADESH,2025-06-03 14:44:46,False,,School fee payment,Farmer
1478,CASH_IN,61397.18,C1088239365,31317700.15,31379097.33,C601253461,2479305.97,2417908.79,0,0,383120,20.28669554344923,79.14910188608653,GUJARAT,223227,20.741289967700283,79.09064311364295,UTTAR PRADESH,2025-03-03 14:18:52,False,,Laptop,Business
1723,CASH_OUT,207843.56,C913665184,10486.0,0.0,C1335048982,401436.32,609279.88,0,0,580025,20.460664920940026,78.58295546834194,KARNATAKA,517123,20.981782161927836,78.84355153497428,ANDHRA PRADESH,2025-03-13 19:58:51,True,Holika Dahan,Sent for insurance,Farmer
5581,CASH_IN,28781.78,C1095279120,5054044.65,5082826.42,C602617045,1435212.97,1406431.2,0,0,700146,20.11921458404938,78.73130811681413,WEST BENGAL,580021,20.6277332569646,79.44825221009957,KARNATAKA,2025-08-21 13:41:44,False,,Rent payment,Salaried
7945,CASH_OUT,14368.06,C996793667,1747.0,0.0,C1029430773,294334.47,308702.53,0,0,176084,20.50662218395837,78.9370245976979,HIMACHAL PRADESH,384340,20.111571120097448,78.91498232982339,GUJARAT,2025-11-28 02:16:37,False,,Maam Maid salary,Student
3328,CASH_IN,358051.43,C1100716565,3001066.75,3359118.18,C389666681,1171238.01,813186.58,0,0,766110,20.967025366570258,78.79770963052631,ODISHA,793006,20.958189299374357,79.03258771216962,MEGHALAYA,2025-05-19 17:16:42,False,,Sent for sip,Farmer
3393,PAYMENT,3002.95,C1389461191,460580.74,457577.79,M534024948,0.0,0.0,0,0,413110,20.50944680211655,78.47493970916983,MAHARASHTRA,635126,20.91783358909828,78.78241749208391,TAMIL NADU,2025-05-22 10:17:01,False,,Clothes,Salaried
3457,DEBIT,3927.81,C919802176,24432.99,20505.18,C470217116,10801266.35,10805194.16,0,0,272171,20.748602797023505,78.6585272477799,UTTAR PRADESH,530013,20.830345171887913,79.0491431846723,ANDHRA PRADESH,2025-05-25 02:13:42,False,,Bro Book,Farmer
7922,PAYMENT,17806.15,C1311075237,92933.0,75126.85,M2013808123,0.0,0.0,0,0,394315,20.428456116980367,78.57441011055052,GUJARAT,632104,20.57974824101745,78.55084512559445,TAMIL NADU,2025-11-27 02:26:11,False,,Lunch payment,Business
1091,TRANSFER,517483.54,C2028379709,0.0,0.0,C1753735765,865192.58,1611293.63,0,0,825109,21.05507187386831,79.44698443862961,JHARKHAND,624002,20.82752482936608,79.0185026107714,TAMIL NADU,2025-02-15 11:49:21,False,,College fee payment,Farmer
2835,CASH_IN,157792.46,C1709322567,4929510.28,5087302.74,C249238773,178641.62,245015.98,0,0,221601,20.113713606851697,79.08011416721062,UTTAR PRADESH,781122,20.814519434596043,78.60664398236352,ASSAM,2025-04-29 03:30:51,False,,College fee payment,Farmer
5441,CASH_OUT,10119.82,C682262098,0.0,0.0,C802139688,685134.57,695254.39,0,0,605801,21.0576661585803,78.67476172246926,TAMIL NADU,680305,20.24596780319381,78.89824577542149,KERALA,2025-08-15 17:34:37,True,Independence Day,Gift payment,Student
1445,CASH_OUT,201461.6,C1946294623,186446.0,0.0,C1712459668,0.0,201461.6,0,0,503002,21.03066054983756,78.98935723804928,TELANGANA,110020,20.8455756138029,79.41341358603921,DELHI,2025-03-02 05:22:19,False,,Flight ticket,Salaried
7414,CASH_OUT,66631.09,C2067768134,313257.0,246625.91,C1005106105,9640.84,76271.93,0,0,141107,20.849141952086267,78.73944671836034,PUNJAB,752108,20.186633503988947,78.60593464047453,ODISHA,2025-11-05 22:59:51,True,Guru Nanak Jayanti,Mom Insurance,Student
5337,PAYMENT,675.94,C627528893,0.0,0.0,M875032500,0.0,0.0,0,0,380024,20.972051503390464,79.37758868592698,GUJARAT,522240,20.977039740235814,79.27148294928406,ANDHRA PRADESH,2025-08-11 10:04:32,False,,Sir Auto,Student
1319,PAYMENT,17272.14,C1408327560,31452.22,14180.08,M142592064,0.0,0.0,0,0,700156,20.169917286259373,78.9478591270688,WEST BENGAL,363755,20.647445038383623,78.5866281858551,GUJARAT,2025-02-24 23:21:48,False,,Bro Electric bill,Salaried
6130,CASH_OUT,236571.86,C733013311,0.0,0.0,C529860814,651232.53,887804.39,0,0,641103,21.05401706456998,78.96504329029169,TAMIL NADU,142056,20.59725221484682,78.99093559634714,PUNJAB,2025-09-13 10:50:03,False,,Flight ticket payment,Salaried
4818,CASH_IN,47708.57,C1515991432,25597943.03,25645651.6,C47886877,320481.43,272772.85,0,0,221008,20.427183635494572,78.82539483648688,UTTAR PRADESH,490020,21.00439070341531,79.4055029997786,CHHATTISGARH,2025-07-20 19:04:31,False,,Sent for hotel,Student
2259,PAYMENT,18870.4,C814110229,0.0,0.0,M323877833,0.0,0.0,0,0,577542,20.23070560299448,78.54629098559005,KARNATAKA,781038,20.568757487514898,79.01381370399369,ASSAM,2025-04-05 04:14:20,False,,Book,Student
5979,CASH_IN,187040.1,C1885118150,4819.0,191859.1,C526070997,51590.89,0.0,0,0,631501,20.136865645301537,79.1259485358645,TAMIL NADU,416501,20.749008220810854,79.21887877793532,MAHARASHTRA,2025-09-07 03:48:58,False,,Sir Laptop,Farmer
8573,PAYMENT,4059.02,C1497432245,718722.0,714662.98,M1855697203,0.0,0.0,0,0,470441,20.726022251761915,79.39971249242345,MADHYA PRADESH,758084,20.642997032857487,78.58004553541667,ODISHA,2025-12-24 06:07:14,False,,Clothes,Business
2020,PAYMENT,425.72,C1907267667,201049.0,200623.28,M1893140830,0.0,0.0,0,0,533264,20.351236538099826,79.26395040211236,ANDHRA PRADESH,641039,21.01234126154765,79.03876269018161,TAMIL NADU,2025-03-26 04:40:03,False,,Veg,Student
4335,CASH_OUT,103856.71,C305201793,0.0,0.0,C1429459435,438797.8,542654.5,0,0,761120,20.402830649665688,78.9576783642678,ODISHA,224207,20.78424418232581,79.03192168442169,UTTAR PRADESH,2025-06-30 15:26:16,False,,Laptop,Farmer
3929,PAYMENT,36949.32,C1272732105,0.0,0.0,M1387408646,0.0,0.0,0,0,505460,18.9219,78.777372,TELANGANA,822131,20.980843331734608,79.04993521442937,JHARKHAND,2025-06-13 18:08:26,False,,Mobile,Student
6583,CASH_OUT,69895.29,C162836960,0.0,0.0,C626957815,304355.86,374251.15,0,0,623519,20.95795318522821,78.84483826096773,TAMIL NADU,515766,20.935884897565423,79.06188706631933,ANDHRA PRADESH,2025-10-02 07:49:25,True,Gandhi Jayanti,Sent for mobile,Salaried
351,CASH_IN,127264.06,C451403256,33290.0,160554.06,C500570945,174756.9,47492.84,0,0,695308,20.34145664897886,78.88866902488178,KERALA,713215,20.452370772183702,78.68080701662633,WEST BENGAL,2025-01-15 15:18:58,False,,Rent payment,Salaried
4056,CASH_OUT,172196.53,C1539944294,246759.0,74562.47,C2015069833,228582.47,683021.46,0,0,206247,20.417399862739025,79.30268229976636,UTTAR PRADESH,630306,20.489211186664857,79.033522646755,TAMIL NADU,2025-06-19 00:20:13,False,,Investment payment,Salaried
5827,PAYMENT,3621.37,C523143966,2622.0,0.0,M1341021625,0.0,0.0,0,0,721637,20.821189298498055,79.09529828777896,WEST BENGAL,172117,20.609556294912878,79.32177508827881,HIMACHAL PRADESH,2025-08-31 19:23:15,False,,Sent for gift,Business
3261,CASH_IN,322604.76,C721307716,3537.0,326141.76,C1802023176,133920.06,0.0,0,0,752105,20.43907717908375,79.30188080874434,ODISHA,425201,20.30400853647274,79.25628275593004,MAHARASHTRA,2025-05-16 21:48:31,False,,Bro Rent,Student
3646,PAYMENT,45809.98,C1654863619,0.0,0.0,M1533069919,0.0,0.0,0,0,713369,20.31686603194719,79.40059561588886,WEST BENGAL,321205,20.593729767083893,79.45467897059665,RAJASTHAN,2025-06-01 22:35:17,False,,Sent for hotel,Farmer
4908,CASH_OUT,75373.93,C755707987,406725.0,331351.07,C1867980918,0.0,75373.93,0,0,713407,20.158641951175134,79.36369471275844,WEST BENGAL,641602,20.776602272102053,79.37002728284676,TAMIL NADU,2025-07-24 12:56:27,False,,Sent for school fee,Salaried
8721,CASH_OUT,46461.86,C1776579370,70645.0,24183.14,C1264098090,153324.37,199786.23,0,0,575015,20.138334935033726,78.5308534374512,KARNATAKA,147003,20.48530360206489,78.76528953720153,PUNJAB,2025-12-30 10:06:24,True,Tailang Swami Jayanti,EMI payment,Student
1099,CASH_OUT,33305.44,C1503184400,31057.0,0.0,C919601483,1371387.97,1404693.41,0,0,768105,21.03146977232392,79.33121414631556,ODISHA,134008,20.766603615637184,79.05396709835826,HARYANA,2025-02-15 19:42:45,False,,Bro SIP,Farmer
5997,PAYMENT,12520.37,C645523385,309050.04,296529.66,M2041702858,0.0,0.0,0,0,458330,20.800458864246938,79.01513400746137,MADHYA PRADESH,721633,20.937057950405407,78.50851377862716,WEST BENGAL,2025-09-07 21:55:43,False,,Bro Maid salary,Student
5474,PAYMENT,4626.66,C1000637095,219042.02,214415.36,M222542931,0.0,0.0,0,0,577120,20.202154862689262,79.27793920729557,KARNATAKA,431011,20.77557223697017,78.59491644308623,MAHARASHTRA,2025-08-17 02:40:24,False,,Bro Gift,Business
4511,CASH_OUT,152401.06,C1728730335,19434.0,0.0,C1722067317,828055.25,1294864.62,0,0,742149,20.59674829804117,78.92177216218927,WEST BENGAL,534210,20.867765813788125,79.15755152678899,ANDHRA PRADESH,2025-07-07 23:46:36,False,,Insurance payment,Salaried
4693,CASH_OUT,137877.85,C445923240,0.0,0.0,C699679818,4381508.75,4643079.59,0,0,792129,20.31402411970448,79.21573506427521,ARUNACHAL PRADESH,521212,20.627982551484777,78.5313001871203,ANDHRA PRADESH,2025-07-15 14:05:50,False,,Sent for rent,Student
27,CASH_OUT,105173.9,C874547933,16118.0,0.0,C926641274,874302.83,979476.73,0,0,586118,20.34448459895934,78.54896566127245,KARNATAKA,152004,21.046895180924192,78.71162579021984,PUNJAB,2025-01-02 04:14:50,False,,EMI,Student
4982,CASH_IN,6115.66,C367391374,53968.0,60083.66,C63860389,0.0,0.0,0,0,313031,20.66117924975816,78.48182994718762,RAJASTHAN,209720,20.46169765445287,78.82364174108513,UTTAR PRADESH,2025-07-27 14:48:29,False,,Lunch payment,Farmer
6408,CASH_OUT,110206.35,C866995168,0.0,0.0,C167931014,464800.22,575006.57,0,0,516002,21.035279711873162,79.09813981772048,ANDHRA PRADESH,445001,20.4131111,78.1337777,MAHARASHTRA,2025-09-25 01:05:04,False,,School fee payment,Farmer
8754,CASH_IN,27270.02,C1545026376,8688696.17,8715966.2,C483785330,695357.87,668087.85,0,0,757030,20.64329945507001,78.46778040117867,ODISHA,250106,20.514747122275597,78.87148639654175,UTTAR PRADESH,2025-12-31 19:00:19,False,,Maam College fee,Farmer
2879,TRANSFER,1789379.91,C327086603,130163.11,0.0,C169798908,4329140.53,6118520.43,0,0,500097,20.26597134821868,79.18096662859357,TELANGANA,759130,20.39439383295783,78.61203805808135,ODISHA,2025-05-01 00:11:53,True,International Workers' Day,Mobile payment,Farmer
4923,CASH_OUT,252319.02,C1970517482,11373.0,0.0,C877542641,641895.41,894214.43,0,0,623504,20.81084748689961,79.33375986890228,TAMIL NADU,731204,20.90540055926853,79.32299175133112,WEST BENGAL,2025-07-25 03:27:37,False,,Hotel,Business
3843,PAYMENT,12603.53,C1923024596,0.0,0.0,M847280704,0.0,0.0,0,0,362710,20.36534389277822,78.83658266143637,GUJARAT,638451,20.72598362654381,78.56229086375212,TAMIL NADU,2025-06-10 03:38:37,False,,Gift,Farmer
3257,CASH_OUT,121871.01,C1886552501,114675.81,0.0,C1583333027,127848.83,249719.84,0,0,414113,20.744462786995374,79.25312321916522,MAHARASHTRA,384465,20.28320054458427,78.8060014118573,GUJARAT,2025-05-16 17:59:04,False,,Laptop,Business
3615,PAYMENT,2251.47,C2024862573,0.0,0.0,M575308853,0.0,0.0,0,0,852128,20.304836180633124,78.57800940783864,BIHAR,502324,20.833369751135912,79.05917312280509,TELANGANA,2025-05-31 16:13:22,True,World No Tobacco Day,Lunch,Business
1938,CASH_OUT,21031.87,C74778494,0.0,0.0,C1141395669,2763318.49,2784350.36,0,0,416107,20.469907751503055,79.40514205976282,MAHARASHTRA,534316,20.42769941181385,79.26614664805673,ANDHRA PRADESH,2025-03-22 19:04:57,False,,Rent payment,Business
7259,PAYMENT,17549.95,C1899513414,0.0,0.0,M1136765423,0.0,0.0,0,0,383434,20.86045094812283,78.98579569985255,GUJARAT,757018,20.944012163807532,79.23111381331235,ODISHA,2025-10-30 12:00:41,False,,Petrol payment,Farmer
3894,PAYMENT,4436.11,C1518686178,0.0,0.0,M745784024,0.0,0.0,0,0,132101,20.58578812494729,79.30570363143367,HARYANA,673640,20.882713480986077,79.07587014032231,KERALA,2025-06-12 06:49:47,False,,Dinner,Farmer
1730,TRANSFER,448508.16,C704079838,0.0,0.0,C548604120,1066385.06,1514893.23,0,0,425108,20.75425924175276,79.2524171893214,MAHARASHTRA,731240,20.382767429948647,79.25007290857275,WEST BENGAL,2025-03-14 02:34:20,True,Holi,Flight ticket payment,Business
1364,CASH_OUT,199875.21,C1317988819,61886.0,0.0,C475066287,494624.53,1661203.71,0,0,843317,20.332392803528478,79.41547716030797,BIHAR,413518,20.69115900747069,79.38663283277893,MAHARASHTRA,2025-02-26 21:12:41,True,Maha Shivaratri,SIP payment,Business
8554,PAYMENT,46315.28,C500890241,101032.0,54716.72,M1152894911,0.0,0.0,0,0,755026,20.553521138713545,79.23429487842233,ODISHA,581357,20.916978117768313,79.0707948196492,KARNATAKA,2025-12-23 10:31:29,False,,EMI,Student
4974,PAYMENT,269.18,C1955669379,0.0,0.0,M300166383,0.0,0.0,0,0,229210,21.037997122942564,78.60376596320951,UTTAR PRADESH,712123,20.359821092094815,79.3610721521995,WEST BENGAL,2025-07-27 06:27:25,False,,Sent for recharge,Student
4097,CASH_IN,57444.69,C213981333,230570.12,288014.81,C529448138,610069.91,552625.22,0,0,604206,20.144079393710694,78.65077971574115,TAMIL NADU,829103,20.907544274053052,79.08942892703085,JHARKHAND,2025-06-20 18:12:25,False,,Dad Mobile,Salaried
3242,PAYMENT,19838.49,C1551033542,0.0,0.0,M56362504,0.0,0.0,0,0,756127,20.900933006982175,79.07303444463032,ODISHA,502108,20.894306100936042,78.67451392482438,TELANGANA,2025-05-16 02:58:15,False,,Gift payment,Student
230,CASH_IN,29531.61,C782965547,926743.19,956274.8,C2085846722,382435.34,352903.73,0,0,400702,20.218473861159637,78.5979224730635,MAHARASHTRA,414101,20.748907067443948,78.50796867797614,MAHARASHTRA,2025-01-10 15:15:35,True,Tailang Swami Jayanti,School fee,Student
4095,PAYMENT,47256.69,C980387445,31590.0,0.0,M44144870,0.0,0.0,0,0,413106,20.42887547183802,79.39132899622511,MAHARASHTRA,523171,20.34530414749831,78.61935173565685,ANDHRA PRADESH,2025-06-20 15:59:27,False,,Sis SIP,Salaried
7754,CASH_OUT,169776.32,C81197367,0.0,0.0,C1752981985,1843446.45,2013222.77,0,0,306602,20.62254493019247,79.10943239125224,RAJASTHAN,843124,21.038123153941843,79.17028698159515,BIHAR,2025-11-20 03:03:30,False,,Mom Loan,Salaried
6766,CASH_OUT,31093.55,C1231281421,24106.0,0.0,C1112822222,0.0,31093.55,0,0,416302,20.725090300560957,79.10357486439067,MAHARASHTRA,380009,20.149445616821314,79.23339203052817,GUJARAT,2025-10-09 22:37:42,False,,EMI payment,Farmer
8188,PAYMENT,5932.63,C292776046,21781.38,15848.75,M806018108,0.0,0.0,0,0,781314,21.038610084104,79.2543685393867,ASSAM,815312,20.5937,78.9629,JHARKHAND,2025-12-08 05:16:08,False,,Sent for maid salary,Salaried
6262,CASH_IN,223434.35,C2014025348,4027844.4,4251278.74,C1126553623,13928707.09,13705272.74,0,0,521211,20.96830680377554,79.15304521815942,ANDHRA PRADESH,331303,20.322408422760322,78.798135327262,RAJASTHAN,2025-09-18 23:09:53,False,,Sent for laptop,Business
3958,PAYMENT,14805.75,C1771116263,21546.0,6740.25,M539274809,0.0,0.0,0,0,641407,20.221961076013876,78.76497209116661,TAMIL NADU,533211,20.473538032514966,78.78214180566555,ANDHRA PRADESH,2025-06-14 23:06:57,False,,Mom Gift,Farmer
2735,TRANSFER,120476.59,C164326578,5032.0,0.0,C1104458699,122726.68,243203.27,0,0,413410,20.1171411197589,79.4288832832,MAHARASHTRA,176047,20.66552301636917,78.57014702640987,HIMACHAL PRADESH,2025-04-24 23:47:20,True,Vallabhacharya Jayanti,Insurance,Salaried
3941,TRANSFER,1713713.25,C126481729,100745.0,0.0,C1110681585,0.0,1713713.25,0,0,851212,20.64364430500023,78.78922561799246,BIHAR,635801,20.267905898590012,78.62066262286183,TAMIL NADU,2025-06-14 06:15:28,False,,Sir Hotel,Student
292,PAYMENT,17161.99,C1957047088,5016.0,0.0,M209875487,0.0,0.0,0,0,411046,20.56778612007222,79.4624213389519,MAHARASHTRA,788726,20.42621810936302,78.97473458681137,ASSAM,2025-01-13 05:10:05,True,Lohri,Sent for electric bill,Salaried
8557,PAYMENT,9111.77,C291222870,52699.0,43587.23,M1463733885,0.0,0.0,0,0,365455,20.234151450753302,79.28512040459063,GUJARAT,382650,20.902651800305392,79.06811071511599,GUJARAT,2025-12-23 14:14:25,False,,Sis Maid salary,Farmer
4997,CASH_OUT,168150.22,C30754917,68046.0,0.0,C2140467109,0.0,168150.22,0,0,571106,20.42218501219877,78.60771082068506,KARNATAKA,741508,20.645366142223505,79.29724740368901,WEST BENGAL,2025-07-28 06:02:31,False,,Sent for school fee,Business
7931,PAYMENT,4618.51,C10873201,2523.0,0.0,M2018218703,0.0,0.0,0,0,625008,20.63067983242259,78.81430594599706,TAMIL NADU,783384,20.770948425733543,79.39118123979556,ASSAM,2025-11-27 11:18:31,False,,Dad Shopping,Business
7225,CASH_OUT,71271.31,C2107608452,0.0,0.0,C157354477,2343225.94,2414497.25,0,0,442907,20.879176198245947,79.32312122173578,MAHARASHTRA,271804,20.292053213622967,78.56773069575185,UTTAR PRADESH,2025-10-29 01:27:58,False,,College fee payment,Farmer
227,TRANSFER,324164.43,C1584356654,11686.75,0.0,C1908782391,12221227.1,12545391.53,0,0,224121,21.04625330962225,79.20004458438108,UTTAR PRADESH,411037,20.13471818024044,78.95243334697267,MAHARASHTRA,2025-01-10 12:15:52,True,Tailang Swami Jayanti,Sent for insurance,Business
5277,CASH_OUT,316054.22,C1747068083,106273.0,0.0,C239509317,178720.05,494774.27,0,0,643220,20.30189218708032,79.39678495256507,TAMIL NADU,613010,20.952492361802324,78.5135088377413,TAMIL NADU,2025-08-08 21:29:27,False,,Rent,Salaried
7497,CASH_IN,7540.33,C1218520077,6968662.43,6976202.75,C1729787247,20110.04,12569.71,0,0,612802,20.130842064284245,78.66875309702482,TAMIL NADU,274703,20.703618766575293,78.56851185665306,UTTAR PRADESH,2025-11-09 09:19:15,False,,Sis Clothes,Student
754,PAYMENT,14899.64,C788227525,90367.0,75467.36,M456219136,0.0,0.0,0,0,766012,20.836686783400367,78.51304443695722,ODISHA,624101,20.433959795595356,79.09024844410618,TAMIL NADU,2025-02-01 10:19:35,False,,Sir Book,Farmer
5327,CASH_OUT,96456.27,C84212954,0.0,0.0,C1397361751,924342.61,1020798.88,0,0,273212,20.227502183121416,79.34205906764143,UTTAR PRADESH,335511,20.826719409317782,78.47630337747103,RAJASTHAN,2025-08-10 23:33:40,False,,Dad Hotel,Business
3979,PAYMENT,27041.48,C2002505793,272953.11,245911.63,M2131469121,0.0,0.0,0,0,421204,20.740758105603387,79.32232557012084,MAHARASHTRA,382721,20.50640493451166,79.38120309762247,GUJARAT,2025-06-15 19:30:22,True,Father's Day,Flight ticket,Business
6117,CASH_IN,269176.4,C685418910,6498.0,275674.4,C550352093,696230.02,427053.62,0,0,325209,20.22422691885236,79.1708288086769,RAJASTHAN,832107,20.367449512859917,78.84669950086514,JHARKHAND,2025-09-12 21:43:17,False,,Laptop payment,Business
6980,TRANSFER,4467.58,C1689356886,49800.0,45332.42,C1583916783,812139.98,816607.56,0,0,628612,21.051524765010566,78.88247581635068,TAMIL NADU,123034,21.011074001781058,78.7791514504617,HARYANA,2025-10-18 20:26:57,False,,Shopping,Business
3491,CASH_OUT,25901.51,C1131652445,0.0,0.0,C1150935751,45839.0,71740.5,0,0,734007,20.329723981504433,78.70235025535872,WEST BENGAL,641101,20.49369804681568,79.40279720805066,TAMIL NADU,2025-05-26 12:13:41,False,,Flight ticket payment,Student
629,TRANSFER,1324602.9,C300612856,0.0,0.0,C2116911386,11192672.77,12517275.67,0,0,146104,20.34319296157676,78.71282863623266,PUNJAB,605751,20.985780574212487,79.40474437797512,TAMIL NADU,2025-01-27 05:43:23,False,,Sent for mobile,Farmer
4901,CASH_IN,322626.24,C1547990281,1245283.32,1567909.57,C1160119726,838349.15,515722.9,0,0,563127,21.000985612225453,79.43041142644019,KARNATAKA,488001,20.607329532992413,79.06165559878825,MADHYA PRADESH,2025-07-24 06:01:36,False,,Sent for insurance,Student
21,PAYMENT,14594.76,C201912508,0.0,0.0,M1542822108,0.0,0.0,0,0,497450,20.532086724666154,79.0073970505926,CHHATTISGARH,147104,20.846471649426636,79.16511090366329,PUNJAB,2025-01-01 22:07:50,True,English New Year,Petrol payment,Salaried
4395,CASH_IN,359324.98,C255864269,6172064.15,6531389.12,C579519327,552048.75,192723.77,0,0,520004,20.7649392938733,78.73117971127968,ANDHRA PRADESH,607302,20.34166273222837,79.00500665014013,TAMIL NADU,2025-07-03 03:46:22,False,,Mobile,Business
1110,CASH_OUT,229224.54,C1433084892,79928.0,0.0,C2860222,512824.23,742048.77,0,0,691334,20.446969075006496,78.64320600003694,KERALA,182222,20.231484754991833,79.17791518321059,JAMMU AND KASHMIR,2025-02-16 07:11:17,False,,Sent for insurance,Salaried
82,CASH_OUT,416962.95,C365835055,126168.79,0.0,C612900238,3528345.38,3945308.33,0,0,465110,20.968130452127276,78.8814944648281,MADHYA PRADESH,630702,20.58972325829299,78.58306002938754,TAMIL NADU,2025-01-04 10:23:25,False,,Sent for sip,Student
4345,CASH_OUT,112371.43,C487346507,25313.0,0.0,C1769171208,0.0,112371.43,0,0,581116,20.70327515673292,78.71123478337991,KARNATAKA,384002,20.751780590896015,79.13754247281423,GUJARAT,2025-07-01 01:21:59,False,,Loan,Student
1704,CASH_OUT,134998.54,C66902779,0.0,0.0,C1715222330,136279.39,271277.93,0,0,176306,20.779128972467525,78.95067535518824,HIMACHAL PRADESH,175140,20.627968195718317,78.71893399315628,HIMACHAL PRADESH,2025-03-13 00:41:36,True,Holika Dahan,Insurance payment,Salaried
2339,PAYMENT,3246.14,C1553628151,0.0,0.0,M1302028477,0.0,0.0,0,0,610106,20.113381336890935,79.222143663521,TAMIL NADU,577243,21.022771620571515,79.24896071402839,KARNATAKA,2025-04-08 11:41:11,False,,Mom Dinner,Business
2467,PAYMENT,10006.02,C173030285,3975.23,0.0,M1492245826,0.0,0.0,0,0,713346,20.116951243652256,79.23208750393724,WEST BENGAL,522341,20.106900117894526,79.28319986125882,ANDHRA PRADESH,2025-04-13 20:17:33,False,,Sis Petrol,Salaried
1850,TRANSFER,129011.03,C4795744,0.0,0.0,C345729808,376094.29,505105.32,0,0,625602,20.98415738803538,79.35525838225333,TAMIL NADU,416202,20.325670516327854,78.98601864044636,MAHARASHTRA,2025-03-19 02:20:30,False,,Sis Mobile,Student
8503,TRANSFER,692230.76,C1090263061,0.0,0.0,C480310808,12396687.55,13088918.31,0,0,363750,20.327443657254857,79.3402024595446,GUJARAT,496245,20.535733903815384,79.27893930774512,CHHATTISGARH,2025-12-21 07:25:20,True,Shortest Day of Year,Mobile,Business
2487,CASH_OUT,116012.07,C1309852239,115709.33,0.0,C436205706,231031.81,347043.87,0,0,246177,20.59121095999387,79.19187645257634,UTTARAKHAND,518405,20.60057063256044,78.85237676284703,ANDHRA PRADESH,2025-04-14 15:18:39,True,Baisakhi,Insurance payment,Business
1369,CASH_OUT,240762.79,C1741242681,41190.0,0.0,C913999285,0.0,240762.79,0,0,283130,20.74733514172035,79.23641565645548,UTTAR PRADESH,641020,20.4949664242,78.66920933102762,TAMIL NADU,2025-02-27 01:51:30,False,,Sis College fee,Business
6206,PAYMENT,16513.27,C487467215,74000.83,57487.56,M1130313364,0.0,0.0,0,0,505153,20.60264861470672,79.08447433869638,TELANGANA,611111,20.746234216184604,78.84233229521804,TAMIL NADU,2025-09-16 14:54:10,False,,Electric bill payment,Student
2728,CASH_IN,27150.15,C1478670960,50547.0,77697.15,C2129109452,0.0,0.0,0,0,679585,20.99765953654287,78.91585619012848,KERALA,243303,20.912817672859703,78.76361573830879,UTTAR PRADESH,2025-04-24 16:59:32,True,Vallabhacharya Jayanti,Sent for laptop,Farmer
1893,CASH_IN,251673.32,C662988040,6683064.37,6934737.69,C476182975,10170945.44,10339576.42,0,0,345031,21.04972860990398,78.58029096934408,RAJASTHAN,224001,20.14816808363516,78.82438571598527,UTTAR PRADESH,2025-03-20 21:34:51,True,Parsi New Year,Rent,Farmer
5542,CASH_IN,103499.02,C1565593629,21219703.87,21323202.89,C789261609,206154.48,102655.46,0,0,605757,20.61710499635012,78.78605834276516,TAMIL NADU,443112,20.28806764783273,78.68358540282884,MAHARASHTRA,2025-08-19 23:18:00,False,,Loan,Student
221,CASH_OUT,285570.53,C839007162,0.0,0.0,C708335233,966459.77,1252030.31,0,0,686661,20.8381667946572,79.19792342570668,KERALA,670650,20.353367249250688,78.58353915472767,KERALA,2025-01-10 05:25:23,True,Tailang Swami Jayanti,Sent for mobile,Farmer
8511,PAYMENT,5952.64,C240015922,14137.34,8184.7,M35470577,0.0,0.0,0,0,764028,20.52522585254179,78.60031884223493,ODISHA,754212,20.480729916892038,78.78878976683161,ODISHA,2025-12-21 15:22:19,True,Shortest Day of Year,Shopping,Business
3135,PAYMENT,9097.8,C1594904171,247708.88,238611.08,M484315979,0.0,0.0,0,0,243634,21.066555523110626,79.39401899377567,UTTAR PRADESH,383276,20.89976217364691,78.90311094478223,GUJARAT,2025-05-11 15:22:14,True,Mother's Day,Petrol payment,Salaried
1219,PAYMENT,11597.68,C2094226255,564046.6,552448.92,M1033753551,0.0,0.0,0,0,801503,20.426758380047804,79.0896067546041,BIHAR,151208,20.58985651230344,78.53919002373921,PUNJAB,2025-02-20 19:52:30,False,,Sent for electric bill,Farmer
3945,CASH_OUT,178412.24,C1956736953,21496.0,0.0,C916818107,236722.31,415134.55,0,0,492010,21.03379094234106,79.40923792896486,CHHATTISGARH,531040,20.569134762169558,78.76425274236776,ANDHRA PRADESH,2025-06-14 09:32:56,False,,Flight ticket,Farmer
5131,CASH_IN,65458.65,C2127490440,11342.0,76800.65,C1568538856,3525228.72,3459770.07,0,0,132106,20.18631554140782,78.53209144179193,HARYANA,685601,20.614435453394165,78.4683108675137,KERALA,2025-08-02 19:50:20,False,,School fee payment,Business
8407,CASH_IN,249536.81,C243965776,20474066.24,20723603.05,C1765992207,351262.06,101725.25,0,0,148024,20.2116121050033,78.86265420978799,PUNJAB,181123,20.880873539985977,78.47856851737262,JAMMU AND KASHMIR,2025-12-17 07:29:21,False,,Sent for insurance,Salaried
